[2026-01-30 18:13:55 EST] IP: 127.0.0.1 | Action: COMMAND_HOVER_AT_ALTITUDE | Response: Command hover_at_altitude acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:34 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:35 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:37 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:38 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:39 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:40 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:41 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:42 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:42 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:42 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:42 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:52:42 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:53:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:53:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
